Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      2.19     0.00        1     0.00     0.00  YAML::LoadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.19     0.00        1     0.00     0.00  YAML::operator!(YAML::RegEx const&)
  0.00      2.19     0.00        1     0.00     1.32  Lineage::Lineage(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Spheroid, std::allocator<Spheroid> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >, std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >, BaseConfig&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int)
  0.00      2.19     0.00        1     0.00     0.00  Lineage::~Lineage()
  0.00      2.19     0.00        1     0.00     0.00  std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      2.19     0.00        1     0.00     0.00  std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      2.19     0.00        1     0.00     0.00  std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      2.19     0.00        1     0.00     0.00  std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      2.19     0.00        1     0.00     0.02  void std::vector<Frame, std::allocator<Frame> >::_M_realloc_insert<std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(__gnu_cxx::__normal_iterator<Frame*, std::vector<Frame, std::allocator<Frame> > >, std::vector<cv::Mat, std::allocator<cv::Mat> >&, SimulationConfig&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      2.19     0.00        1     0.00     0.00  std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >::vector(std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> > const&)
  0.00      2.19     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.19     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.46% of 2.19 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     78.5    0.00    1.72                 main [1]
                0.04    1.67      20/20          Lineage::optimize(int) [2]
                0.00    0.01      20/20          Lineage::saveFrame(int) [19]
                0.00    0.00       1/1           Lineage::Lineage(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Spheroid, std::allocator<Spheroid> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >, std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >, BaseConfig&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [28]
                0.00    0.00      20/20          Lineage::copyCellsForward(int) [36]
                0.00    0.00       1/1           CellFactory::createCells(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, float) [37]
                0.00    0.00      21/21          Lineage::length() [130]
                0.00    0.00       9/137         frame_dummy [40]
                0.00    0.00       2/2           int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [168]
                0.00    0.00       2/2           getImageFilePaths(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, BaseConfig&) [166]
                0.00    0.00       2/2           std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >::~vector() [170]
                0.00    0.00       1/1           loadConfig(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig&) [171]
                0.00    0.00       1/1           SimulationConfig::printConfig() [176]
                0.00    0.00       1/1           CellFactory::CellFactory(BaseConfig const&) [174]
                0.00    0.00       1/1           std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >::vector(std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> > const&) [210]
                0.00    0.00       1/1           Lineage::~Lineage() [205]
                0.00    0.00       1/1           Args::~Args() [178]
                0.00    0.00       1/1           BaseConfig::~BaseConfig() [173]
-----------------------------------------------
                0.04    1.67      20/20          main [1]
[2]     78.0    0.04    1.67      20         Lineage::optimize(int) [2]
                0.04    1.54   41606/41606       Frame::perturb() [3]
                0.03    0.00  120792/201320      std::_Function_handler<void (bool), Frame::perturb()::{lambda(bool)#2}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [11]
                0.02    0.00   42000/42000       std::discrete_distribution<int>::param_type::_M_initialize() [16]
                0.02    0.00   40264/40264       std::_Function_handler<void (bool), Frame::perturb()::{lambda(bool)#2}>::_M_invoke(std::_Any_data const&, bool&&) [17]
                0.01    0.00  210020/219276      std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
                0.00    0.01     394/394         Frame::split() [26]
                0.00    0.00    4026/4026        std::_Function_handler<void (bool), Frame::perturb()::{lambda(bool)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [48]
                0.00    0.00    1342/1342        std::_Function_handler<void (bool), Frame::perturb()::{lambda(bool)#1}>::_M_invoke(std::_Any_data const&, bool&&) [54]
                0.00    0.00    1182/1182        std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [60]
                0.00    0.00    1140/1140        std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#2}>::_M_invoke(std::_Any_data const&, bool&&) [61]
                0.00    0.00     394/394         std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#1}>::_M_invoke(std::_Any_data const&, bool&&) [67]
                0.00    0.00     149/1832        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [51]
                0.00    0.00      20/20          Frame::length() const [131]
-----------------------------------------------
                0.04    1.54   41606/41606       Lineage::optimize(int) [2]
[3]     72.1    0.04    1.54   41606         Frame::perturb() [3]
                0.68    0.00   80528/80528       Frame::calculateCost(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) [4]
                0.26    0.30   40264/40264       Frame::generateSynthFrameFast(Spheroid&, Spheroid&) [5]
                0.08    0.09   41606/41606       Spheroid::checkIfCellsOverlap(std::vector<Spheroid, std::allocator<Spheroid> > const&) [8]
                0.02    0.07   41606/41606       Spheroid::getPerturbedCell() const [9]
                0.02    0.00   80528/201320      std::_Function_handler<void (bool), Frame::perturb()::{lambda(bool)#2}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [11]
                0.02    0.00   41606/42000       std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#3}>::_M_invoke(std::_Any_data const&, bool&&) [15]
-----------------------------------------------
                0.68    0.00   80528/80528       Frame::perturb() [3]
[4]     31.1    0.68    0.00   80528         Frame::calculateCost(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) [4]
-----------------------------------------------
                0.26    0.30   40264/40264       Frame::perturb() [3]
[5]     25.7    0.26    0.30   40264         Frame::generateSynthFrameFast(Spheroid&, Spheroid&) [5]
                0.26    0.00 14603502/14604852     Spheroid::draw(cv::Mat&, SimulationConfig, cv::Mat*, float) const [7]
                0.01    0.01   40264/40264       Spheroid::calculateMinimumBox(Spheroid&) const [13]
                0.02    0.00   40264/40264       std::vector<cv::Mat, std::allocator<cv::Mat> >::reserve(unsigned long) [18]
-----------------------------------------------
                                                 <spontaneous>
[6]     21.5    0.47    0.00                 _init [6]
-----------------------------------------------
                0.00    0.00    1350/14604852     Frame::generateSynthFrame() [30]
                0.26    0.00 14603502/14604852     Frame::generateSynthFrameFast(Spheroid&, Spheroid&) [5]
[7]     11.9    0.26    0.00 14604852         Spheroid::draw(cv::Mat&, SimulationConfig, cv::Mat*, float) const [7]
-----------------------------------------------
                0.08    0.09   41606/41606       Frame::perturb() [3]
[8]      7.6    0.08    0.09   41606         Spheroid::checkIfCellsOverlap(std::vector<Spheroid, std::allocator<Spheroid> > const&) [8]
                0.05    0.00  166424/166424      void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> >&&) [12]
                0.02    0.00  998544/1240128     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [14]
                0.01    0.00 1164968/1164968     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [22]
                0.01    0.00  332848/332848      void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [23]
-----------------------------------------------
                0.02    0.07   41606/41606       Frame::perturb() [3]
[9]      4.1    0.02    0.07   41606         Spheroid::getPerturbedCell() const [9]
